image_id,class_id,species,breed_id,official_split,species_name,breed_name
great_pyrenees_172,16,2,10,trainval,dog,great_pyrenees
basset_hound_148,4,2,3,trainval,dog,basset_hound
scottish_terrier_11,31,2,21,trainval,dog,scottish_terrier
staffordshire_bull_terrier_179,35,2,23,trainval,dog,staffordshire_bull_terrier
saint_bernard_116,29,2,19,trainval,dog,saint_bernard
keeshond_112,19,2,13,trainval,dog,keeshond
basset_hound_102,4,2,3,trainval,dog,basset_hound
english_cocker_spaniel_17,13,2,7,trainval,dog,english_cocker_spaniel
beagle_193,5,2,4,trainval,dog,beagle
Maine_Coon_217,21,1,7,trainval,cat,Maine_Coon
scottish_terrier_187,31,2,21,trainval,dog,scottish_terrier
havanese_152,17,2,11,trainval,dog,havanese
wheaten_terrier_177,36,2,24,trainval,dog,wheaten_terrier
staffordshire_bull_terrier_137,35,2,23,trainval,dog,staffordshire_bull_terrier
basset_hound_167,4,2,3,trainval,dog,basset_hound
Ragdoll_13,27,1,9,trainval,cat,Ragdoll
Bombay_153,8,1,4,trainval,cat,Bombay
english_cocker_spaniel_131,13,2,7,trainval,dog,english_cocker_spaniel
english_cocker_spaniel_151,13,2,7,trainval,dog,english_cocker_spaniel
Ragdoll_182,27,1,9,trainval,cat,Ragdoll
great_pyrenees_164,16,2,10,trainval,dog,great_pyrenees
Russian_Blue_142,28,1,10,trainval,cat,Russian_Blue
Siamese_176,33,1,11,trainval,cat,Siamese
japanese_chin_107,18,2,12,trainval,dog,japanese_chin
Maine_Coon_10,21,1,7,trainval,cat,Maine_Coon
german_shorthaired_149,15,2,9,trainval,dog,german_shorthaired
Russian_Blue_196,28,1,10,trainval,cat,Russian_Blue
leonberger_184,20,2,14,trainval,dog,leonberger
Siamese_208,33,1,11,trainval,cat,Siamese
american_bulldog_150,2,2,1,trainval,dog,american_bulldog
pomeranian_156,25,2,17,trainval,dog,pomeranian
boxer_132,9,2,5,trainval,dog,boxer
havanese_173,17,2,11,trainval,dog,havanese
samoyed_116,30,2,20,trainval,dog,samoyed
newfoundland_112,23,2,16,trainval,dog,newfoundland
german_shorthaired_12,15,2,9,trainval,dog,german_shorthaired
american_pit_bull_terrier_177,3,2,2,trainval,dog,american_pit_bull_terrier
Maine_Coon_180,21,1,7,trainval,cat,Maine_Coon
samoyed_168,30,2,20,trainval,dog,samoyed
wheaten_terrier_175,36,2,24,trainval,dog,wheaten_terrier
Abyssinian_154,1,1,1,trainval,cat,Abyssinian
Ragdoll_132,27,1,9,trainval,cat,Ragdoll
Persian_17,24,1,8,trainval,cat,Persian
Siamese_129,33,1,11,trainval,cat,Siamese
german_shorthaired_148,15,2,9,trainval,dog,german_shorthaired
shiba_inu_14,32,2,22,trainval,dog,shiba_inu
pomeranian_148,25,2,17,trainval,dog,pomeranian
english_cocker_spaniel_165,13,2,7,trainval,dog,english_cocker_spaniel
Persian_140,24,1,8,trainval,cat,Persian
Birman_190,7,1,3,trainval,cat,Birman
english_cocker_spaniel_152,13,2,7,trainval,dog,english_cocker_spaniel
pug_142,26,2,18,trainval,dog,pug
chihuahua_100,11,2,6,trainval,dog,chihuahua
Egyptian_Mau_109,12,1,6,trainval,cat,Egyptian_Mau
english_cocker_spaniel_177,13,2,7,trainval,dog,english_cocker_spaniel
american_bulldog_116,2,2,1,trainval,dog,american_bulldog
english_setter_103,14,2,8,trainval,dog,english_setter
pug_177,26,2,18,trainval,dog,pug
Siamese_201,33,1,11,trainval,cat,Siamese
yorkshire_terrier_184,37,2,25,trainval,dog,yorkshire_terrier
basset_hound_177,4,2,3,trainval,dog,basset_hound
saint_bernard_172,29,2,19,trainval,dog,saint_bernard
saint_bernard_102,29,2,19,trainval,dog,saint_bernard
Sphynx_126,34,1,12,trainval,cat,Sphynx
shiba_inu_176,32,2,22,trainval,dog,shiba_inu
american_pit_bull_terrier_17,3,2,2,trainval,dog,american_pit_bull_terrier
german_shorthaired_169,15,2,9,trainval,dog,german_shorthaired
scottish_terrier_190,31,2,21,trainval,dog,scottish_terrier
boxer_153,9,2,5,trainval,dog,boxer
shiba_inu_11,32,2,22,trainval,dog,shiba_inu
British_Shorthair_141,10,1,5,trainval,cat,British_Shorthair
american_pit_bull_terrier_149,3,2,2,trainval,dog,american_pit_bull_terrier
samoyed_127,30,2,20,trainval,dog,samoyed
Egyptian_Mau_196,12,1,6,trainval,cat,Egyptian_Mau
staffordshire_bull_terrier_170,35,2,23,trainval,dog,staffordshire_bull_terrier
yorkshire_terrier_131,37,2,25,trainval,dog,yorkshire_terrier
Egyptian_Mau_195,12,1,6,trainval,cat,Egyptian_Mau
Egyptian_Mau_125,12,1,6,trainval,cat,Egyptian_Mau
shiba_inu_150,32,2,22,trainval,dog,shiba_inu
shiba_inu_147,32,2,22,trainval,dog,shiba_inu
newfoundland_160,23,2,16,trainval,dog,newfoundland
chihuahua_147,11,2,6,trainval,dog,chihuahua
Birman_187,7,1,3,trainval,cat,Birman
wheaten_terrier_101,36,2,24,trainval,dog,wheaten_terrier
Maine_Coon_124,21,1,7,trainval,cat,Maine_Coon
Abyssinian_173,1,1,1,trainval,cat,Abyssinian
havanese_179,17,2,11,trainval,dog,havanese
Maine_Coon_102,21,1,7,trainval,cat,Maine_Coon
Birman_138,7,1,3,trainval,cat,Birman
beagle_136,5,2,4,trainval,dog,beagle
keeshond_130,19,2,13,trainval,dog,keeshond
german_shorthaired_181,15,2,9,trainval,dog,german_shorthaired
Abyssinian_131,1,1,1,trainval,cat,Abyssinian
Maine_Coon_164,21,1,7,trainval,cat,Maine_Coon
pug_117,26,2,18,trainval,dog,pug
boxer_128,9,2,5,trainval,dog,boxer
Maine_Coon_169,21,1,7,trainval,cat,Maine_Coon
newfoundland_111,23,2,16,trainval,dog,newfoundland
havanese_122,17,2,11,trainval,dog,havanese
Bengal_117,6,1,2,trainval,cat,Bengal
saint_bernard_112,29,2,19,trainval,dog,saint_bernard
Ragdoll_166,27,1,9,trainval,cat,Ragdoll
miniature_pinscher_181,22,2,15,trainval,dog,miniature_pinscher
boxer_174,9,2,5,trainval,dog,boxer
shiba_inu_125,32,2,22,trainval,dog,shiba_inu
japanese_chin_154,18,2,12,trainval,dog,japanese_chin
boxer_162,9,2,5,trainval,dog,boxer
beagle_126,5,2,4,trainval,dog,beagle
great_pyrenees_142,16,2,10,trainval,dog,great_pyrenees
scottish_terrier_121,31,2,21,trainval,dog,scottish_terrier
german_shorthaired_104,15,2,9,trainval,dog,german_shorthaired
havanese_14,17,2,11,trainval,dog,havanese
Maine_Coon_106,21,1,7,trainval,cat,Maine_Coon
British_Shorthair_149,10,1,5,trainval,cat,British_Shorthair
Maine_Coon_139,21,1,7,trainval,cat,Maine_Coon
samoyed_173,30,2,20,trainval,dog,samoyed
Birman_189,7,1,3,trainval,cat,Birman
havanese_107,17,2,11,trainval,dog,havanese
samoyed_182,30,2,20,trainval,dog,samoyed
boxer_108,9,2,5,trainval,dog,boxer
basset_hound_150,4,2,3,trainval,dog,basset_hound
german_shorthaired_143,15,2,9,trainval,dog,german_shorthaired
miniature_pinscher_172,22,2,15,trainval,dog,miniature_pinscher
english_setter_178,14,2,8,trainval,dog,english_setter
Abyssinian_169,1,1,1,trainval,cat,Abyssinian
beagle_163,5,2,4,trainval,dog,beagle
Bombay_139,8,1,4,trainval,cat,Bombay
japanese_chin_120,18,2,12,trainval,dog,japanese_chin
Bombay_173,8,1,4,trainval,cat,Bombay
Bombay_19,8,1,4,trainval,cat,Bombay
saint_bernard_170,29,2,19,trainval,dog,saint_bernard
Sphynx_191,34,1,12,trainval,cat,Sphynx
pomeranian_103,25,2,17,trainval,dog,pomeranian
pomeranian_16,25,2,17,trainval,dog,pomeranian
yorkshire_terrier_147,37,2,25,trainval,dog,yorkshire_terrier
newfoundland_102,23,2,16,trainval,dog,newfoundland
japanese_chin_123,18,2,12,trainval,dog,japanese_chin
British_Shorthair_110,10,1,5,trainval,cat,British_Shorthair
beagle_194,5,2,4,trainval,dog,beagle
great_pyrenees_156,16,2,10,trainval,dog,great_pyrenees
boxer_13,9,2,5,trainval,dog,boxer
pomeranian_100,25,2,17,trainval,dog,pomeranian
Siamese_137,33,1,11,trainval,cat,Siamese
english_cocker_spaniel_150,13,2,7,trainval,dog,english_cocker_spaniel
english_setter_105,14,2,8,trainval,dog,english_setter
american_bulldog_169,2,2,1,trainval,dog,american_bulldog
Bengal_146,6,1,2,trainval,cat,Bengal
staffordshire_bull_terrier_105,35,2,23,trainval,dog,staffordshire_bull_terrier
shiba_inu_185,32,2,22,trainval,dog,shiba_inu
havanese_146,17,2,11,trainval,dog,havanese
japanese_chin_157,18,2,12,trainval,dog,japanese_chin
Egyptian_Mau_111,12,1,6,trainval,cat,Egyptian_Mau
British_Shorthair_175,10,1,5,trainval,cat,British_Shorthair
american_bulldog_124,2,2,1,trainval,dog,american_bulldog
beagle_185,5,2,4,trainval,dog,beagle
saint_bernard_117,29,2,19,trainval,dog,saint_bernard
great_pyrenees_143,16,2,10,trainval,dog,great_pyrenees
english_cocker_spaniel_117,13,2,7,trainval,dog,english_cocker_spaniel
Russian_Blue_192,28,1,10,trainval,cat,Russian_Blue
shiba_inu_162,32,2,22,trainval,dog,shiba_inu
german_shorthaired_152,15,2,9,trainval,dog,german_shorthaired
japanese_chin_150,18,2,12,trainval,dog,japanese_chin
Maine_Coon_111,21,1,7,trainval,cat,Maine_Coon
american_pit_bull_terrier_110,3,2,2,trainval,dog,american_pit_bull_terrier
boxer_188,9,2,5,trainval,dog,boxer
pomeranian_185,25,2,17,trainval,dog,pomeranian
wheaten_terrier_106,36,2,24,trainval,dog,wheaten_terrier
pug_171,26,2,18,trainval,dog,pug
Maine_Coon_14,21,1,7,trainval,cat,Maine_Coon
saint_bernard_105,29,2,19,trainval,dog,saint_bernard
havanese_112,17,2,11,trainval,dog,havanese
staffordshire_bull_terrier_177,35,2,23,trainval,dog,staffordshire_bull_terrier
newfoundland_140,23,2,16,trainval,dog,newfoundland
beagle_107,5,2,4,trainval,dog,beagle
japanese_chin_134,18,2,12,trainval,dog,japanese_chin
British_Shorthair_125,10,1,5,trainval,cat,British_Shorthair
Birman_111,7,1,3,trainval,cat,Birman
american_bulldog_133,2,2,1,trainval,dog,american_bulldog
pug_10,26,2,18,trainval,dog,pug
american_bulldog_10,2,2,1,trainval,dog,american_bulldog
german_shorthaired_129,15,2,9,trainval,dog,german_shorthaired
Ragdoll_160,27,1,9,trainval,cat,Ragdoll
miniature_pinscher_150,22,2,15,trainval,dog,miniature_pinscher
Abyssinian_143,1,1,1,trainval,cat,Abyssinian
Maine_Coon_132,21,1,7,trainval,cat,Maine_Coon
american_bulldog_182,2,2,1,trainval,dog,american_bulldog
keeshond_140,19,2,13,trainval,dog,keeshond
Egyptian_Mau_119,12,1,6,trainval,cat,Egyptian_Mau
staffordshire_bull_terrier_176,35,2,23,trainval,dog,staffordshire_bull_terrier
samoyed_14,30,2,20,trainval,dog,samoyed
Siamese_175,33,1,11,trainval,cat,Siamese
samoyed_180,30,2,20,trainval,dog,samoyed
pomeranian_14,25,2,17,trainval,dog,pomeranian
pomeranian_12,25,2,17,trainval,dog,pomeranian
Russian_Blue_136,28,1,10,trainval,cat,Russian_Blue
Birman_131,7,1,3,trainval,cat,Birman
staffordshire_bull_terrier_19,35,2,23,trainval,dog,staffordshire_bull_terrier
samoyed_16,30,2,20,trainval,dog,samoyed
British_Shorthair_123,10,1,5,trainval,cat,British_Shorthair
beagle_143,5,2,4,trainval,dog,beagle
Abyssinian_130,1,1,1,trainval,cat,Abyssinian
Egyptian_Mau_184,12,1,6,trainval,cat,Egyptian_Mau
basset_hound_164,4,2,3,trainval,dog,basset_hound
leonberger_178,20,2,14,trainval,dog,leonberger
keeshond_105,19,2,13,trainval,dog,keeshond
english_cocker_spaniel_184,13,2,7,trainval,dog,english_cocker_spaniel
boxer_113,9,2,5,trainval,dog,boxer
pug_106,26,2,18,trainval,dog,pug
Russian_Blue_160,28,1,10,trainval,cat,Russian_Blue
english_setter_141,14,2,8,trainval,dog,english_setter
havanese_145,17,2,11,trainval,dog,havanese
yorkshire_terrier_116,37,2,25,trainval,dog,yorkshire_terrier
pug_103,26,2,18,trainval,dog,pug
saint_bernard_159,29,2,19,trainval,dog,saint_bernard
english_cocker_spaniel_142,13,2,7,trainval,dog,english_cocker_spaniel
havanese_181,17,2,11,trainval,dog,havanese
leonberger_131,20,2,14,trainval,dog,leonberger
Persian_122,24,1,8,trainval,cat,Persian
staffordshire_bull_terrier_159,35,2,23,trainval,dog,staffordshire_bull_terrier
great_pyrenees_102,16,2,10,trainval,dog,great_pyrenees
Siamese_171,33,1,11,trainval,cat,Siamese
shiba_inu_129,32,2,22,trainval,dog,shiba_inu
yorkshire_terrier_170,37,2,25,trainval,dog,yorkshire_terrier
Persian_12,24,1,8,trainval,cat,Persian
basset_hound_154,4,2,3,trainval,dog,basset_hound
american_pit_bull_terrier_114,3,2,2,trainval,dog,american_pit_bull_terrier
pug_134,26,2,18,trainval,dog,pug
miniature_pinscher_117,22,2,15,trainval,dog,miniature_pinscher
Russian_Blue_178,28,1,10,trainval,cat,Russian_Blue
american_pit_bull_terrier_116,3,2,2,trainval,dog,american_pit_bull_terrier
english_cocker_spaniel_172,13,2,7,trainval,dog,english_cocker_spaniel
english_setter_146,14,2,8,trainval,dog,english_setter
Bombay_168,8,1,4,trainval,cat,Bombay
saint_bernard_154,29,2,19,trainval,dog,saint_bernard
staffordshire_bull_terrier_162,35,2,23,trainval,dog,staffordshire_bull_terrier
British_Shorthair_156,10,1,5,trainval,cat,British_Shorthair
american_bulldog_202,2,2,1,trainval,dog,american_bulldog
Egyptian_Mau_118,12,1,6,trainval,cat,Egyptian_Mau
basset_hound_171,4,2,3,trainval,dog,basset_hound
german_shorthaired_151,15,2,9,trainval,dog,german_shorthaired
samoyed_165,30,2,20,trainval,dog,samoyed
english_setter_166,14,2,8,trainval,dog,english_setter
Birman_183,7,1,3,trainval,cat,Birman
great_pyrenees_130,16,2,10,trainval,dog,great_pyrenees
newfoundland_126,23,2,16,trainval,dog,newfoundland
chihuahua_14,11,2,6,trainval,dog,chihuahua
Persian_106,24,1,8,trainval,cat,Persian
pomeranian_188,25,2,17,trainval,dog,pomeranian
great_pyrenees_129,16,2,10,trainval,dog,great_pyrenees
saint_bernard_179,29,2,19,trainval,dog,saint_bernard
Siamese_116,33,1,11,trainval,cat,Siamese
staffordshire_bull_terrier_175,35,2,23,trainval,dog,staffordshire_bull_terrier
havanese_166,17,2,11,trainval,dog,havanese
english_cocker_spaniel_176,13,2,7,trainval,dog,english_cocker_spaniel
staffordshire_bull_terrier_156,35,2,23,trainval,dog,staffordshire_bull_terrier
saint_bernard_124,29,2,19,trainval,dog,saint_bernard
keeshond_164,19,2,13,trainval,dog,keeshond
english_setter_123,14,2,8,trainval,dog,english_setter
pug_164,26,2,18,trainval,dog,pug
samoyed_178,30,2,20,trainval,dog,samoyed
japanese_chin_179,18,2,12,trainval,dog,japanese_chin
leonberger_12,20,2,14,trainval,dog,leonberger
scottish_terrier_128,31,2,21,trainval,dog,scottish_terrier
great_pyrenees_170,16,2,10,trainval,dog,great_pyrenees
basset_hound_109,4,2,3,trainval,dog,basset_hound
Abyssinian_180,1,1,1,trainval,cat,Abyssinian
Bengal_100,6,1,2,trainval,cat,Bengal
havanese_167,17,2,11,trainval,dog,havanese
beagle_161,5,2,4,trainval,dog,beagle
scottish_terrier_152,31,2,21,trainval,dog,scottish_terrier
pomeranian_123,25,2,17,trainval,dog,pomeranian
pug_189,26,2,18,trainval,dog,pug
Abyssinian_174,1,1,1,trainval,cat,Abyssinian
Sphynx_150,34,1,12,trainval,cat,Sphynx
British_Shorthair_128,10,1,5,trainval,cat,British_Shorthair
Egyptian_Mau_152,12,1,6,trainval,cat,Egyptian_Mau
Abyssinian_10,1,1,1,trainval,cat,Abyssinian
shiba_inu_193,32,2,22,trainval,dog,shiba_inu
wheaten_terrier_115,36,2,24,trainval,dog,wheaten_terrier
basset_hound_144,4,2,3,trainval,dog,basset_hound
german_shorthaired_161,15,2,9,trainval,dog,german_shorthaired
japanese_chin_169,18,2,12,trainval,dog,japanese_chin
Birman_112,7,1,3,trainval,cat,Birman
Siamese_191,33,1,11,trainval,cat,Siamese
Russian_Blue_161,28,1,10,trainval,cat,Russian_Blue
saint_bernard_178,29,2,19,trainval,dog,saint_bernard
wheaten_terrier_159,36,2,24,trainval,dog,wheaten_terrier
basset_hound_162,4,2,3,trainval,dog,basset_hound
newfoundland_120,23,2,16,trainval,dog,newfoundland
Egyptian_Mau_164,12,1,6,trainval,cat,Egyptian_Mau
Abyssinian_165,1,1,1,trainval,cat,Abyssinian
Russian_Blue_181,28,1,10,trainval,cat,Russian_Blue
newfoundland_176,23,2,16,trainval,dog,newfoundland
scottish_terrier_122,31,2,21,trainval,dog,scottish_terrier
Sphynx_129,34,1,12,trainval,cat,Sphynx
Bombay_123,8,1,4,trainval,cat,Bombay
Siamese_119,33,1,11,trainval,cat,Siamese
scottish_terrier_170,31,2,21,trainval,dog,scottish_terrier
Abyssinian_17,1,1,1,trainval,cat,Abyssinian
english_cocker_spaniel_141,13,2,7,trainval,dog,english_cocker_spaniel
Egyptian_Mau_151,12,1,6,trainval,cat,Egyptian_Mau
german_shorthaired_167,15,2,9,trainval,dog,german_shorthaired
samoyed_156,30,2,20,trainval,dog,samoyed
newfoundland_156,23,2,16,trainval,dog,newfoundland
yorkshire_terrier_141,37,2,25,trainval,dog,yorkshire_terrier
pomeranian_18,25,2,17,trainval,dog,pomeranian
samoyed_145,30,2,20,trainval,dog,samoyed
Siamese_145,33,1,11,trainval,cat,Siamese
newfoundland_189,23,2,16,trainval,dog,newfoundland
english_cocker_spaniel_113,13,2,7,trainval,dog,english_cocker_spaniel
Ragdoll_140,27,1,9,trainval,cat,Ragdoll
english_setter_128,14,2,8,trainval,dog,english_setter
american_pit_bull_terrier_103,3,2,2,trainval,dog,american_pit_bull_terrier
boxer_165,9,2,5,trainval,dog,boxer
havanese_127,17,2,11,trainval,dog,havanese
havanese_160,17,2,11,trainval,dog,havanese
Russian_Blue_173,28,1,10,trainval,cat,Russian_Blue
samoyed_166,30,2,20,trainval,dog,samoyed
basset_hound_180,4,2,3,trainval,dog,basset_hound
Bengal_124,6,1,2,trainval,cat,Bengal
wheaten_terrier_178,36,2,24,trainval,dog,wheaten_terrier
scottish_terrier_158,31,2,21,trainval,dog,scottish_terrier
newfoundland_147,23,2,16,trainval,dog,newfoundland
great_pyrenees_146,16,2,10,trainval,dog,great_pyrenees
Russian_Blue_122,28,1,10,trainval,cat,Russian_Blue
Persian_141,24,1,8,trainval,cat,Persian
havanese_161,17,2,11,trainval,dog,havanese
pomeranian_127,25,2,17,trainval,dog,pomeranian
staffordshire_bull_terrier_130,35,2,23,trainval,dog,staffordshire_bull_terrier
Abyssinian_127,1,1,1,trainval,cat,Abyssinian
english_setter_110,14,2,8,trainval,dog,english_setter
pug_170,26,2,18,trainval,dog,pug
samoyed_124,30,2,20,trainval,dog,samoyed
Bengal_153,6,1,2,trainval,cat,Bengal
american_bulldog_105,2,2,1,trainval,dog,american_bulldog
staffordshire_bull_terrier_14,35,2,23,trainval,dog,staffordshire_bull_terrier
chihuahua_141,11,2,6,trainval,dog,chihuahua
Russian_Blue_158,28,1,10,trainval,cat,Russian_Blue
keeshond_159,19,2,13,trainval,dog,keeshond
Bombay_114,8,1,4,trainval,cat,Bombay
american_bulldog_190,2,2,1,trainval,dog,american_bulldog
saint_bernard_150,29,2,19,trainval,dog,saint_bernard
english_setter_124,14,2,8,trainval,dog,english_setter
staffordshire_bull_terrier_11,35,2,23,trainval,dog,staffordshire_bull_terrier
english_cocker_spaniel_122,13,2,7,trainval,dog,english_cocker_spaniel
beagle_164,5,2,4,trainval,dog,beagle
leonberger_145,20,2,14,trainval,dog,leonberger
beagle_130,5,2,4,trainval,dog,beagle
american_pit_bull_terrier_142,3,2,2,trainval,dog,american_pit_bull_terrier
english_setter_106,14,2,8,trainval,dog,english_setter
Siamese_184,33,1,11,trainval,cat,Siamese
Russian_Blue_171,28,1,10,trainval,cat,Russian_Blue
english_setter_175,14,2,8,trainval,dog,english_setter
boxer_10,9,2,5,trainval,dog,boxer
leonberger_17,20,2,14,trainval,dog,leonberger
basset_hound_156,4,2,3,trainval,dog,basset_hound
Sphynx_189,34,1,12,trainval,cat,Sphynx
american_pit_bull_terrier_126,3,2,2,trainval,dog,american_pit_bull_terrier
Bengal_118,6,1,2,trainval,cat,Bengal
havanese_154,17,2,11,trainval,dog,havanese
British_Shorthair_148,10,1,5,trainval,cat,British_Shorthair
leonberger_127,20,2,14,trainval,dog,leonberger
american_bulldog_201,2,2,1,trainval,dog,american_bulldog
Persian_175,24,1,8,trainval,cat,Persian
keeshond_137,19,2,13,trainval,dog,keeshond
pug_18,26,2,18,trainval,dog,pug
Egyptian_Mau_154,12,1,6,trainval,cat,Egyptian_Mau
havanese_113,17,2,11,trainval,dog,havanese
great_pyrenees_151,16,2,10,trainval,dog,great_pyrenees
great_pyrenees_147,16,2,10,trainval,dog,great_pyrenees
Sphynx_180,34,1,12,trainval,cat,Sphynx
yorkshire_terrier_118,37,2,25,trainval,dog,yorkshire_terrier
american_bulldog_138,2,2,1,trainval,dog,american_bulldog
pomeranian_162,25,2,17,trainval,dog,pomeranian
Maine_Coon_135,21,1,7,trainval,cat,Maine_Coon
newfoundland_139,23,2,16,trainval,dog,newfoundland
american_pit_bull_terrier_172,3,2,2,trainval,dog,american_pit_bull_terrier
wheaten_terrier_169,36,2,24,trainval,dog,wheaten_terrier
Siamese_110,33,1,11,trainval,cat,Siamese
chihuahua_183,11,2,6,trainval,dog,chihuahua
staffordshire_bull_terrier_112,35,2,23,trainval,dog,staffordshire_bull_terrier
pomeranian_114,25,2,17,trainval,dog,pomeranian
german_shorthaired_18,15,2,9,trainval,dog,german_shorthaired
Persian_135,24,1,8,trainval,cat,Persian
wheaten_terrier_135,36,2,24,trainval,dog,wheaten_terrier
Bombay_106,8,1,4,trainval,cat,Bombay
Bombay_179,8,1,4,trainval,cat,Bombay
newfoundland_110,23,2,16,trainval,dog,newfoundland
japanese_chin_147,18,2,12,trainval,dog,japanese_chin
wheaten_terrier_167,36,2,24,trainval,dog,wheaten_terrier
miniature_pinscher_183,22,2,15,trainval,dog,miniature_pinscher
leonberger_188,20,2,14,trainval,dog,leonberger
shiba_inu_159,32,2,22,trainval,dog,shiba_inu
havanese_158,17,2,11,trainval,dog,havanese
english_cocker_spaniel_154,13,2,7,trainval,dog,english_cocker_spaniel
Bengal_178,6,1,2,trainval,cat,Bengal
miniature_pinscher_141,22,2,15,trainval,dog,miniature_pinscher
basset_hound_104,4,2,3,trainval,dog,basset_hound
great_pyrenees_125,16,2,10,trainval,dog,great_pyrenees
pug_141,26,2,18,trainval,dog,pug
american_pit_bull_terrier_115,3,2,2,trainval,dog,american_pit_bull_terrier
Sphynx_152,34,1,12,trainval,cat,Sphynx
Sphynx_104,34,1,12,trainval,cat,Sphynx
keeshond_134,19,2,13,trainval,dog,keeshond
havanese_186,17,2,11,trainval,dog,havanese
american_pit_bull_terrier_127,3,2,2,trainval,dog,american_pit_bull_terrier
basset_hound_151,4,2,3,trainval,dog,basset_hound
Persian_195,24,1,8,trainval,cat,Persian
Abyssinian_146,1,1,1,trainval,cat,Abyssinian
keeshond_145,19,2,13,trainval,dog,keeshond
Egyptian_Mau_173,12,1,6,trainval,cat,Egyptian_Mau
Sphynx_143,34,1,12,trainval,cat,Sphynx
Ragdoll_146,27,1,9,trainval,cat,Ragdoll
Maine_Coon_108,21,1,7,trainval,cat,Maine_Coon
wheaten_terrier_152,36,2,24,trainval,dog,wheaten_terrier
Persian_171,24,1,8,trainval,cat,Persian
great_pyrenees_145,16,2,10,trainval,dog,great_pyrenees
Birman_120,7,1,3,trainval,cat,Birman
yorkshire_terrier_121,37,2,25,trainval,dog,yorkshire_terrier
Maine_Coon_189,21,1,7,trainval,cat,Maine_Coon
english_cocker_spaniel_127,13,2,7,trainval,dog,english_cocker_spaniel
Persian_11,24,1,8,trainval,cat,Persian
german_shorthaired_111,15,2,9,trainval,dog,german_shorthaired
havanese_11,17,2,11,trainval,dog,havanese
staffordshire_bull_terrier_166,35,2,23,trainval,dog,staffordshire_bull_terrier
keeshond_124,19,2,13,trainval,dog,keeshond
english_cocker_spaniel_168,13,2,7,trainval,dog,english_cocker_spaniel
samoyed_158,30,2,20,trainval,dog,samoyed
saint_bernard_10,29,2,19,trainval,dog,saint_bernard
miniature_pinscher_103,22,2,15,trainval,dog,miniature_pinscher
Russian_Blue_193,28,1,10,trainval,cat,Russian_Blue
beagle_142,5,2,4,trainval,dog,beagle
english_setter_181,14,2,8,trainval,dog,english_setter
Birman_16,7,1,3,trainval,cat,Birman
great_pyrenees_190,16,2,10,trainval,dog,great_pyrenees
scottish_terrier_106,31,2,21,trainval,dog,scottish_terrier
scottish_terrier_147,31,2,21,trainval,dog,scottish_terrier
boxer_119,9,2,5,trainval,dog,boxer
basset_hound_190,4,2,3,trainval,dog,basset_hound
leonberger_180,20,2,14,trainval,dog,leonberger
British_Shorthair_135,10,1,5,trainval,cat,British_Shorthair
pug_107,26,2,18,trainval,dog,pug
newfoundland_136,23,2,16,trainval,dog,newfoundland
american_pit_bull_terrier_112,3,2,2,trainval,dog,american_pit_bull_terrier
shiba_inu_107,32,2,22,trainval,dog,shiba_inu
american_pit_bull_terrier_11,3,2,2,trainval,dog,american_pit_bull_terrier
staffordshire_bull_terrier_197,35,2,23,trainval,dog,staffordshire_bull_terrier
saint_bernard_183,29,2,19,trainval,dog,saint_bernard
Maine_Coon_110,21,1,7,trainval,cat,Maine_Coon
Russian_Blue_198,28,1,10,trainval,cat,Russian_Blue
boxer_115,9,2,5,trainval,dog,boxer
Bengal_158,6,1,2,trainval,cat,Bengal
english_cocker_spaniel_167,13,2,7,trainval,dog,english_cocker_spaniel
Russian_Blue_164,28,1,10,trainval,cat,Russian_Blue
Ragdoll_173,27,1,9,trainval,cat,Ragdoll
wheaten_terrier_10,36,2,24,trainval,dog,wheaten_terrier
Sphynx_17,34,1,12,trainval,cat,Sphynx
shiba_inu_186,32,2,22,trainval,dog,shiba_inu
Egyptian_Mau_117,12,1,6,trainval,cat,Egyptian_Mau
boxer_170,9,2,5,trainval,dog,boxer
Birman_147,7,1,3,trainval,cat,Birman
Bombay_105,8,1,4,trainval,cat,Bombay
British_Shorthair_160,10,1,5,trainval,cat,British_Shorthair
english_cocker_spaniel_108,13,2,7,trainval,dog,english_cocker_spaniel
german_shorthaired_11,15,2,9,trainval,dog,german_shorthaired
havanese_132,17,2,11,trainval,dog,havanese
newfoundland_185,23,2,16,trainval,dog,newfoundland
beagle_153,5,2,4,trainval,dog,beagle
german_shorthaired_144,15,2,9,trainval,dog,german_shorthaired
pomeranian_138,25,2,17,trainval,dog,pomeranian
basset_hound_17,4,2,3,trainval,dog,basset_hound
american_bulldog_164,2,2,1,trainval,dog,american_bulldog
Ragdoll_155,27,1,9,trainval,cat,Ragdoll
Siamese_189,33,1,11,trainval,cat,Siamese
german_shorthaired_13,15,2,9,trainval,dog,german_shorthaired
Birman_143,7,1,3,trainval,cat,Birman
staffordshire_bull_terrier_135,35,2,23,trainval,dog,staffordshire_bull_terrier
leonberger_106,20,2,14,trainval,dog,leonberger
leonberger_129,20,2,14,trainval,dog,leonberger
basset_hound_12,4,2,3,trainval,dog,basset_hound
newfoundland_180,23,2,16,trainval,dog,newfoundland
yorkshire_terrier_157,37,2,25,trainval,dog,yorkshire_terrier
american_pit_bull_terrier_118,3,2,2,trainval,dog,american_pit_bull_terrier
american_pit_bull_terrier_173,3,2,2,trainval,dog,american_pit_bull_terrier
